CAT_MAT;DESCRICAO;DOSAGEM;DOSE_DE_USO;APRESENTACAO;QUANT_DOSE_USO;QUANT_FRAC_APRESENT;FORMA_FARMACEUTICA;FRACIONADO;SOLICITA_FAR;TIPO;STATUS
319777;CONJUNTO (I), PARA PNEUMOPERITONIO GRANDE, CANULA ROSQUEADA PVC/POLICARBONATO 95MM X 10/11MM, SISTEM;1 | CONJUNTO;1 | CONJ;CONJUNTO 1;1;1;CONJ;NAO;NAO;MAT;Inativo
288513;CONJUNTO (I), P/CRICOTIROMIA DE EMERGENCIA C/ DILATADORES, (5;5,5;6;6,5MM), 1 BISTURI,1 PINCA KELLY; | ;1 | CONJ;CONJ;1;;CONJ;NAO;NAO;MAT;Inativo
288513;CONJUNTO (I), P/CRICOTIROMIA DE EMERGENCIA C/ DILATADORES, (5;5,5;6;6,5MM), 1 BISTURI,1 PINCA KELLY; | ;1;;;;;;;MAT;Inativo
285093;CONJUNTO (I), P/DENERVACAO FACETARIA, FREQUENCIA ALTA INTENSIDADE TEMPERATURA CONTROLADA, 1 ELETRODO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
285093;CONJUNTO (I), P/DENERVACAO FACETARIA, FREQUENCIA ALTA INTENSIDADE TEMPERATURA CONTROLADA, 1 ELETRODO;1 | UNIDADE;1;;;;;;;MAT;Inativo
328079;CONJUNTO (I), PLUGA ESCLERAIS COM 3 DE 19G E 3 DE 20G, ESTERIL, CIRURGIA DE RETINA; | ;1;;;;;;;MAT;Inativo
328079;CONJUNTO (I), PLUGA ESCLERAIS COM 3 DE 19G E 3 DE 20G, ESTERIL, CIRURGIA DE RETINA; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
360964;CONJUNTO (I), P/PROLAPSO GENITAL, ANTERIOR/POSTERIOR, TELA POLIPROPILENO MONOFILAMENTAR MACROPOROSA,;1 | CONJUNTO;1 | CONJ;CONJUNTO 1;1;1;CONJ;NAO;NAO;MAT;Inativo
360964;CONJUNTO (I), P/PROLAPSO GENITAL, ANTERIOR/POSTERIOR, TELA POLIPROPILENO MONOFILAMENTAR MACROPOROSA,;1 | CONJUNTO;1;;;;;;;MAT;Inativo
333723;CONJUNTO (I), P/PROLAPSO GENITAL, P/PROLAPSO ANTERIOR, C/TELA DE POLIPROPILENO MONOFILAMENTAR,MACROP;1 | UNIDADE;1;;;;;;;MAT;Inativo
333723;CONJUNTO (I), P/PROLAPSO GENITAL, P/PROLAPSO ANTERIOR, C/TELA DE POLIPROPILENO MONOFILAMENTAR,MACROP;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
333724;CONJUNTO (I), P/PROLAPSO GENITAL, P/PROLAPSO POSTERIOR, C/TELA DE POLIPROPILENO MONOFILAMENTAR,MACRO;1 | CONJUNTO;1 | CONJ;CONJUNTO 1;1;1;CONJ;NAO;NAO;MAT;Inativo
333724;CONJUNTO (I), P/PROLAPSO GENITAL, P/PROLAPSO POSTERIOR, C/TELA DE POLIPROPILENO MONOFILAMENTAR,MACRO;1 | CONJUNTO;1;;;;;;;MAT;Inativo
333725;CONJUNTO (I), P/PROLAPSO GENITAL, P/PROLAPSO TOTAL, C/TELA DE POLIPROPILENO MONOFILAMENTAR,MACROPORO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
333725;CONJUNTO (I), P/PROLAPSO GENITAL, P/PROLAPSO TOTAL, C/TELA DE POLIPROPILENO MONOFILAMENTAR,MACROPORO;1 | UNIDADE;1;;;;;;;MAT;Inativo
320217;CONJUNTO (I), P/PUNCAO ARTERIA RADIAL POR TECNICA SELDINGER, GUIA METALICO FLEXIVEL 35/50CM,AGULHA I;1 | UNIDADE;1;;;;;;;MAT;Ativo
320217;CONJUNTO (I), P/PUNCAO ARTERIA RADIAL POR TECNICA SELDINGER, GUIA METALICO FLEXIVEL 35/50CM,AGULHA I;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
308081;CONJUNTO (I), P/URETEROLITOTRIPSIA, FIO GUIA HIDROFILO,NUCLEO NITINOL,0,35X150CM, EMPURRADOR PONTA M;1 | CONJUNTO;1 | CONJ;CONJUNTO 1;1;1;CONJ;NAO;NAO;MAT;Inativo
308081;CONJUNTO (I), P/URETEROLITOTRIPSIA, FIO GUIA HIDROFILO,NUCLEO NITINOL,0,35X150CM, EMPURRADOR PONTA M;1 | CONJUNTO;1;;;;;;;MAT;Inativo
308092;CONJUNTO (I), P/URETEROLITOTRIPSIA, FIO GUIA HIDROFILO,NUCLEO NITINOL,0,38X150CM, PONTA "J"; | ;1;;;;;;;MAT;Inativo
308092;CONJUNTO (I), P/URETEROLITOTRIPSIA, FIO GUIA HIDROFILO,NUCLEO NITINOL,0,38X150CM, PONTA "J"; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
348025;CONJUNTO (I), P/VALVULOPLASTIA MITRAL POR TECNICA INOUE, DESCARTAVEL, 2 GUIAS (RESISTENTE E MALEAVEL;1 | UNIDADE;1;;;;;;;MAT;Inativo
348025;CONJUNTO (I), P/VALVULOPLASTIA MITRAL POR TECNICA INOUE, DESCARTAVEL, 2 GUIAS (RESISTENTE E MALEAVEL;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
326387;CONJUNTO (I), QUIMIOTERAPIA,EQUIPO SILICONE C/MICROVAVULA, ENCHIMENTO ANTI-REFLUXO,FILTRO ELIMINADOR;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
326387;CONJUNTO (I), QUIMIOTERAPIA,EQUIPO SILICONE C/MICROVAVULA, ENCHIMENTO ANTI-REFLUXO,FILTRO ELIMINADOR;1 | UNIDADE;1;;;;;;;MAT;Ativo
302907;CONJUNTO (I), TUBOS SUCC?O P/ AP DE MAMOTOMIA; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
302907;CONJUNTO (I), TUBOS SUCC?O P/ AP DE MAMOTOMIA; | ;1;;;;;;;MAT;Inativo
362525;CONJUNTO (I), USO EM BOMBA INJETORA MEDRAD, 2 SERINGAS 200ML,DESCARTAVEIS, CONECTOR EM "T" BAIXA PRE;1 | CONJUNTO;1;;;;;;;MAT;Inativo
362525;CONJUNTO (I), USO EM BOMBA INJETORA MEDRAD, 2 SERINGAS 200ML,DESCARTAVEIS, CONECTOR EM "T" BAIXA PRE;1 | CONJUNTO;1 | CONJ;CONJUNTO 1;1;1;CONJ;NAO;NAO;MAT;Inativo
353829;CONJUNTO (I), USO EM BOMBA INJETORA MEDRAD, 2 SERINGAS 200ML,DESCARTAVEIS, CONECTOR ESPIRALADO;1 | UNIDADE;1;;;;;;;MAT;Inativo
353829;CONJUNTO (I), USO EM BOMBA INJETORA MEDRAD, 2 SERINGAS 200ML,DESCARTAVEIS, CONECTOR ESPIRALADO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
361493;CONJUNTO (I), VERTEBROPLASTIA, CANULA DE BAIXA PRESSAO DESCARTAVEL, E CIMENTO OSSEO; | ;1;;;;;;;MAT;Inativo
361493;CONJUNTO (I), VERTEBROPLASTIA, CANULA DE BAIXA PRESSAO DESCARTAVEL, E CIMENTO OSSEO; | ;1 | CONJ;CONJUNTO 1;1;1;CONJ;NAO;NAO;MAT;Inativo
327041;CONJUNTO (I), 7 LAMINAS LARINGOSCOPIO CURVAS(0,00,1,2,3,4,5), ENCAIXE UNIVERSAL, ACO INOX, FACE FOSC;1 | UNIDADE;1;;;;;;;MAT;Inativo
327041;CONJUNTO (I), 7 LAMINAS LARINGOSCOPIO CURVAS(0,00,1,2,3,4,5), ENCAIXE UNIVERSAL, ACO INOX, FACE FOSC;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
357143;CONJUNTO (II), DRENAGEM SUPRA-PUBICA, SONDA 10CH BIOCOMPATIVEL, CANULA DE PUNCAO INTRODUTORA, ESTERI;1 | UNIDADE;1;;;;;;;MAT;Inativo
357143;CONJUNTO (II), DRENAGEM SUPRA-PUBICA, SONDA 10CH BIOCOMPATIVEL, CANULA DE PUNCAO INTRODUTORA, ESTERI;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
359247;CONJUNTO (II), GUIAS ARTROSCOPIA DE QUADRIL, GUIA DIRETO ANTERIOR, GUIA PONTA BALA, PECA DE MAO, HAS;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
359247;CONJUNTO (II), GUIAS ARTROSCOPIA DE QUADRIL, GUIA DIRETO ANTERIOR, GUIA PONTA BALA, PECA DE MAO, HAS;1 | UNIDADE;1;;;;;;;MAT;Inativo
368255;CONJUNTO (II), IMPLANTE MARCAPASSO TEMPORARIO, INTRODUTOR PERCUTANEO POLIURETANO 6FR X 10CM, VALVULA;1 | UNIDADE;1;;;;;;;MAT;Inativo
368255;CONJUNTO (II), IMPLANTE MARCAPASSO TEMPORARIO, INTRODUTOR PERCUTANEO POLIURETANO 6FR X 10CM, VALVULA;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
374103;CONJUNTO (II), MUCOSECTOMIA ENDOSCOPICA, CAPA POLIETILENO OBLIQUA 18MM, ALCA POLIPECTOMIA 25MM, AGUL;1 | UNIDADE;1;;;;;;;MAT;Ativo
374103;CONJUNTO (II), MUCOSECTOMIA ENDOSCOPICA, CAPA POLIETILENO OBLIQUA 18MM, ALCA POLIPECTOMIA 25MM, AGUL;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
309946;CONJUNTO INTRODUTOR ARTERIAL, FEMURAL,PERCUTANEO, BAINHA,VALVULA,ARAMADO,C/ACESSO LATERAL, 12 CM, 5 ;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
309946;CONJUNTO INTRODUTOR ARTERIAL, FEMURAL,PERCUTANEO, BAINHA,VALVULA,ARAMADO,C/ACESSO LATERAL, 12 CM, 5 ;1 | UNIDADE;1;;;;;;;MAT;Inativo
309944;CONJUNTO INTRODUTOR ARTERIAL, FEMURAL,PERCUTANEO, BAINHA,VALVULA,ARAMADO,C/ACESSO LATERAL, 12 CM, 7 ;1 | UNIDADE;1;;;;;;;MAT;Inativo
309944;CONJUNTO INTRODUTOR ARTERIAL, FEMURAL,PERCUTANEO, BAINHA,VALVULA,ARAMADO,C/ACESSO LATERAL, 12 CM, 7 ;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
309947;CONJUNTO INTRODUTOR ARTERIAL, RADIAL,PERCUTANEO, BAINHA,VALVULA,ARAMADO,C/ACESSO LATERAL, 12 CM, 6 F;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
309947;CONJUNTO INTRODUTOR ARTERIAL, RADIAL,PERCUTANEO, BAINHA,VALVULA,ARAMADO,C/ACESSO LATERAL, 12 CM, 6 F;1 | UNIDADE;1;;;;;;;MAT;Inativo
232896;CONJUNTO INTRODUTOR ARTERIAL, TIPO VENOSO, C/GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA 7 FR; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
232896;CONJUNTO INTRODUTOR ARTERIAL, TIPO VENOSO, C/GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA 7 FR; | ;1;;;;;;;MAT;Inativo
232897;CONJUNTO INTRODUTOR ARTERIAL, TIPO VENOSO, C/GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA, 8FR; | ;1;;;;;;;MAT;Inativo
232897;CONJUNTO INTRODUTOR ARTERIAL, TIPO VENOSO, C/GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA, 8FR; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
242898;CONJUNTO INTRODUTOR ARTERIAL, VENOSO, GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA, 11 CM, 5 FR; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
242898;CONJUNTO INTRODUTOR ARTERIAL, VENOSO, GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA, 11 CM, 5 FR; | ;1;;;;;;;MAT;Inativo
232895;CONJUNTO INTRODUTOR ARTERIAL, VENOSO, GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA, 11 CM, 6 FR;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
232895;CONJUNTO INTRODUTOR ARTERIAL, VENOSO, GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA, 11 CM, 6 FR;1 | UNIDADE;1;;;;;;;MAT;Inativo
302472;CONJUNTO INTRODUTOR ARTERIAL, VENOSO, GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA, 90 CM, 7 FR;1 | UNIDADE;1;;;;;;;MAT;Inativo
302472;CONJUNTO INTRODUTOR ARTERIAL, VENOSO, GUIA INTRODUTORIA/BAINHA E VALVULA HEMOSTATICA, 90 CM, 7 FR;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
361815;CONJUNTO IRRIGACAO E ASPIRACAO, TUBO COM CONECTOR LUER, SUCCAO E IRRIGACAO, SILICONE, 108 MM; | ;1;;;;;;;MAT;Inativo
361815;CONJUNTO IRRIGACAO E ASPIRACAO, TUBO COM CONECTOR LUER, SUCCAO E IRRIGACAO, SILICONE, 108 MM; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
341400;CONJUNTO IRRIGACAO E ASPIRACAO, TUBOS DE SILICONE, DESCARTAVEL,ESTERIL, APARELHO ULTRASSONICO SONOCA;1 | UNIDADE;1;;;;;;;MAT;Inativo
341400;CONJUNTO IRRIGACAO E ASPIRACAO, TUBOS DE SILICONE, DESCARTAVEL,ESTERIL, APARELHO ULTRASSONICO SONOCA;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
281011;CONJUNTO (KIT) GASTROSTOMIA, SILICONE, SONDA 24FR; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
281011;CONJUNTO (KIT) GASTROSTOMIA, SILICONE, SONDA 24FR; | ;1;;;;;;;MAT;Inativo
286025;CONJUNTO (KIT) PAPANICOLAU, 1 ESPECULO VAGINAL G, PAR LUVAS, ESPATULA AYRES, DESCARTAVEL; | ;1;;;;;;;MAT;Inativo
286025;CONJUNTO (KIT) PAPANICOLAU, 1 ESPECULO VAGINAL G, PAR LUVAS, ESPATULA AYRES, DESCARTAVEL; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
359099;CONJUNTO (KIT) PARA CURATIVO, 1 PINCA ANATOMICA,1 DENTE DE RATO,1 KELLY,1 CAMPO, SIMPLES, ESTERIL, D;1 | UNIDADE;1;;;;;;;MAT;Inativo
359099;CONJUNTO (KIT) PARA CURATIVO, 1 PINCA ANATOMICA,1 DENTE DE RATO,1 KELLY,1 CAMPO, SIMPLES, ESTERIL, D;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
279221;CONJUNTO MACRONEBULIZACAO,500 ML, MASCARA, ADULTO, TRAQUEIA CORRUGADA,FLEXIVEL,SILICONIZADA,1,20CM; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
279221;CONJUNTO MACRONEBULIZACAO,500 ML, MASCARA, ADULTO, TRAQUEIA CORRUGADA,FLEXIVEL,SILICONIZADA,1,20CM; | ;1;;;;;;;MAT;Inativo
319277.2;CONJUNTO MONITORIZACAO ARTERIAL, C/ DISPOSITIVO P/ COLETA SANGUE (EDWARD); | ;1;;;;;;;MAT;Inativo
319277.2;CONJUNTO MONITORIZACAO ARTERIAL, C/ DISPOSITIVO P/ COLETA SANGUE (EDWARD); | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
319277.1;CONJUNTO MONITORIZACAO ARTERIAL, C/ DISPOSITIVO P/ COLETA SANGUE (GABMED); | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
319277.1;CONJUNTO MONITORIZACAO ARTERIAL, C/ DISPOSITIVO P/ COLETA SANGUE (GABMED); | ;1;;;;;;;MAT;Inativo
342716;CONJUNTO MONITORIZACAO, MINIMAMENTE INVASIVO, MEDIR DEBITO CARDIACO, POR CONTORNO DE PRESSAO PULSO E;1 | UNIDADE;1;;;;;;;MAT;Inativo
342716;CONJUNTO MONITORIZACAO, MINIMAMENTE INVASIVO, MEDIR DEBITO CARDIACO, POR CONTORNO DE PRESSAO PULSO E;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
284073;CONJUNTO MONITORIZACAO, PAP/PVC,MEDIDA DEBITO CARDIACO P/TERMODILUICAO, MANIFOLD 4 TORNEIRAS 3 VIAS,;1 | UNIDADE;1;;;;;;;MAT;Inativo
284073;CONJUNTO MONITORIZACAO, PAP/PVC,MEDIDA DEBITO CARDIACO P/TERMODILUICAO, MANIFOLD 4 TORNEIRAS 3 VIAS,;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
404840;CONJUNTO MONITORIZAC?O, POLIURETANO RADIOPACO FLEXIVEL, CATETER MONOLUMEM 24 G X 3,0 CM, C/ FIO GUIA; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
404840;CONJUNTO MONITORIZAC?O, POLIURETANO RADIOPACO FLEXIVEL, CATETER MONOLUMEM 24 G X 3,0 CM, C/ FIO GUIA; | ;1;;;;;;;MAT;Inativo
363545;CONJUNTO MONITORIZACAO, SENSOR POR PRESSAO DE PULSO, P/ VIGILEO; | ;1;;;;;;;MAT;Inativo
363545;CONJUNTO MONITORIZACAO, SENSOR POR PRESSAO DE PULSO, P/ VIGILEO; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
275576;CONJUNTO NEBULIZAC?O,ADULTO, USO INDIVIDUAL,REDE DE OXIGENIO; | ;1;;;;;;;MAT;Inativo
275576;CONJUNTO NEBULIZAC?O,ADULTO, USO INDIVIDUAL,REDE DE OXIGENIO; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
332584;CONJUNTO NEFROSTOMIA PERCUTANEA, AGULHA CHIBA 22G X 15CM,FIXADOR SILICONE P/CATETER, CATETER PIGTAIL; | ;1 | CONJ;CONJ;1;;CONJ;NAO;NAO;MAT;Inativo
332584;CONJUNTO NEFROSTOMIA PERCUTANEA, AGULHA CHIBA 22G X 15CM,FIXADOR SILICONE P/CATETER, CATETER PIGTAIL; | ;1;;;;;;;MAT;Inativo
385552;CONJUNTO NEFROSTOMIA PERCUTANEA, CATETER 12 FRENCH; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
385552;CONJUNTO NEFROSTOMIA PERCUTANEA, CATETER 12 FRENCH; | ;1;;;;;;;MAT;Inativo
331578;CONJUNTO PARA CPAP, ADULTO, MASCARA FACIAL SILICONE 2 SAIDAS,VALVULA SEGURANCA, COXIM C/SUPORTE PARA; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
331578;CONJUNTO PARA CPAP, ADULTO, MASCARA FACIAL SILICONE 2 SAIDAS,VALVULA SEGURANCA, COXIM C/SUPORTE PARA; | ;1;;;;;;;MAT;Inativo
347864;CONJUNTO PARA CPAP, AUTOCLAVAVEL, NEONATAL N?0, PRONGA; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
347864;CONJUNTO PARA CPAP, AUTOCLAVAVEL, NEONATAL N?0, PRONGA; | ;1;;;;;;;MAT;Inativo
347865;CONJUNTO PARA CPAP, AUTOCLAVAVEL, NEONATAL N?01, PRONGA; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
347865;CONJUNTO PARA CPAP, AUTOCLAVAVEL, NEONATAL N?01, PRONGA; | ;1;;;;;;;MAT;Inativo
347866;CONJUNTO PARA CPAP, AUTOCLAVAVEL, NEONATAL N?02, PRONGA; | ;1;;;;;;;MAT;Inativo
347866;CONJUNTO PARA CPAP, AUTOCLAVAVEL, NEONATAL N?02, PRONGA; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
288060;CONJUNTO PARA CPAP, DISPOSITIVO C/TRAQUEIAS E FIXADORES P/CPAP NASAL 0, DESCARTAVEL; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
288060;CONJUNTO PARA CPAP, DISPOSITIVO C/TRAQUEIAS E FIXADORES P/CPAP NASAL 0, DESCARTAVEL; | ;1;;;;;;;MAT;Inativo
305719;CONJUNTO PARA CPAP, DISPOSITIVO C/TRAQUEIAS E FIXADORES P/CPAP NASAL 1, DESCARTAVEL; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
305719;CONJUNTO PARA CPAP, DISPOSITIVO C/TRAQUEIAS E FIXADORES P/CPAP NASAL 1, DESCARTAVEL; | ;1;;;;;;;MAT;Inativo
305720;CONJUNTO PARA CPAP, DISPOSITIVO C/TRAQUEIAS E FIXADORES P/CPAP NASAL 2, DESCARTAVEL; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
305720;CONJUNTO PARA CPAP, DISPOSITIVO C/TRAQUEIAS E FIXADORES P/CPAP NASAL 2, DESCARTAVEL; | ;1;;;;;;;MAT;Inativo
279866;CONJUNTO PARA DIALISE PERITONEAL, KIT TROCA/MANUTENCAO MENSAL PARA PACIENTES DPA/APD, SISTEMA INTEGR;1 | UNIDADE;1;;;;;;;MAT;Inativo
279866;CONJUNTO PARA DIALISE PERITONEAL, KIT TROCA/MANUTENCAO MENSAL PARA PACIENTES DPA/APD, SISTEMA INTEGR;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
362227;CONJUNTO PARA ENTUBAC?O RETROGRADA; | ;1;;;;;;;MAT;Inativo
362227;CONJUNTO PARA ENTUBAC?O RETROGRADA; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
298571;CONJUNTO PARA NEBULIZAC?O INFANTIL,CIRCUITO UNIVERSAL,COMPATIVEL C/REDE DE AR COMPRIMIDO; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
298571;CONJUNTO PARA NEBULIZAC?O INFANTIL,CIRCUITO UNIVERSAL,COMPATIVEL C/REDE DE AR COMPRIMIDO; | ;1;;;;;;;MAT;Inativo
255098;CONJUNTO PARA TRAQUEOSTOMIA, PVC - CLORETO DE POLIVINILA, DESCARTAVEL, ESTERIL, 5 MM, TUBO BALAO BAI;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
255098;CONJUNTO PARA TRAQUEOSTOMIA, PVC - CLORETO DE POLIVINILA, DESCARTAVEL, ESTERIL, 5 MM, TUBO BALAO BAI;1 | UNIDADE;1;;;;;;;MAT;Inativo
349726;CONJUNTO, P/BIOPSIA CORPO VERTEBRAL TIPO KYPHON, 1CANULA DE BIOPSIA,C/AGULHA DE JASMISHID; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
349726;CONJUNTO, P/BIOPSIA CORPO VERTEBRAL TIPO KYPHON, 1CANULA DE BIOPSIA,C/AGULHA DE JASMISHID; | ;1;;;;;;;MAT;Inativo
360043;CONJUNTO PLACA, PLACA C/ COMPRESSAO DINAMICA CONDILAR, 95?, 10 FUROS, P/ PARAFUSOS CORTICAL 4,5 MM, ;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
360043;CONJUNTO PLACA, PLACA C/ COMPRESSAO DINAMICA CONDILAR, 95?, 10 FUROS, P/ PARAFUSOS CORTICAL 4,5 MM, ;1 | UNIDADE;1;;;;;;;MAT;Inativo
306527;CONJUNTO PUNCAO ARTERIA FEMURAL POR TECNICA SELDINGER,RADIOPACO,18G X 12CM; | ;1;;;;;;;MAT;Inativo
306527;CONJUNTO PUNCAO ARTERIA FEMURAL POR TECNICA SELDINGER,RADIOPACO,18G X 12CM; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
335193;CONJUNTO PUNC?O ARTERIA RADIAL  POR TECNICA SELDINGER,RADIOPACO,22 GA X 5 CM; | ;1;;;;;;;MAT;Inativo
335193;CONJUNTO PUNC?O ARTERIA RADIAL  POR TECNICA SELDINGER,RADIOPACO,22 GA X 5 CM; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
366983;CONJUNTO PUNCAO ARTERIA RADIAL POR TECNICA SELDINGER,RADIOPACO,20 GA X 5CM; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
366983;CONJUNTO PUNCAO ARTERIA RADIAL POR TECNICA SELDINGER,RADIOPACO,20 GA X 5CM; | ;1;;;;;;;MAT;Inativo
392444;CONJUNTO RAQUIANESTESIA, AGULHAS 18G 1 1/4", 26G 1/2", 22G 1 1/4", SERINGAS 3, 5ML LUER LOCK; | ;1;;;;;;;MAT;Inativo
392444;CONJUNTO RAQUIANESTESIA, AGULHAS 18G 1 1/4", 26G 1/2", 22G 1 1/4", SERINGAS 3, 5ML LUER LOCK; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
355981;CONJUNTO RAQUIANESTESIA,AGULHA 25G X 3 1/2" BISEL WHITACRE,AGULHA 17G X 3 1/2" BISEL WEISS,CAT 19G; | ;1;;;;;;;MAT;Inativo
355981;CONJUNTO RAQUIANESTESIA,AGULHA 25G X 3 1/2" BISEL WHITACRE,AGULHA 17G X 3 1/2" BISEL WEISS,CAT 19G; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
285053;CONJUNTO RETIRADA PONTOS CIRURGICOS, TESOURA, PINCA ANATOMICA E COMPRESSA DE GAZE, ESTERIL;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
285053;CONJUNTO RETIRADA PONTOS CIRURGICOS, TESOURA, PINCA ANATOMICA E COMPRESSA DE GAZE, ESTERIL;1 | UNIDADE;1;;;;;;;MAT;Inativo
385720;CONJUNTO VESTIMENTA CIRURGICA, BRIM 100PCT ALGODAO, CALCA E BLUSA, COM COR, TAMANHO G, CALCA C/ CADA;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
385720;CONJUNTO VESTIMENTA CIRURGICA, BRIM 100PCT ALGODAO, CALCA E BLUSA, COM COR, TAMANHO G, CALCA C/ CADA;1 | UNIDADE;1;;;;;;;MAT;Inativo
352734;CONJUNTO VESTIMENTA CIRURGICA, CRETONE 100PCT ALGODAO, CALCA E BLUSA, AZUL NAITE, EXTRA GG, 159 G/M2;1 | UNIDADE;1;;;;;;;MAT;Inativo
